,SAMPL6_ID,pH,Epik_Microstate,SAMPL6_Microstate_ID,Log_P
190,SM01,10.8,0,SM01_micro004,-0.017553194308161234
191,SM01,10.8,1,SM01_micro005,-4.194538316792529
192,SM01,10.8,2,SM01_micro002,-6.09332135493497
193,SM01,10.8,3,SM01_micro010,-9.47889370712157
194,SM01,10.9,0,SM01_micro004,-0.01485270287613643
195,SM01,10.9,1,SM01_micro005,-4.437582545674761
196,SM01,10.9,2,SM01_micro002,-5.844876143188688
197,SM01,10.9,3,SM01_micro010,-9.476193215689543
198,SM01,11.0,0,SM01_micro004,-0.013164895731120925
199,SM01,11.0,1,SM01_micro005,-4.681470678129501
200,SM01,11.0,2,SM01_micro002,-5.597443615729415
201,SM01,11.0,3,SM01_micro010,-9.474505408544529
202,SM01,11.1,0,SM01_micro004,-0.012152211444111624
203,SM01,11.1,1,SM01_micro005,-4.926202714156749
204,SM01,11.1,2,SM01_micro002,-5.350854991842651
205,SM01,11.1,3,SM01_micro010,-9.473492724257518
206,SM01,11.2,0,SM01_micro004,-0.011814650015108523
207,SM01,11.2,1,SM01_micro002,-5.1047727100993905
208,SM01,11.2,2,SM01_micro005,-5.171609873042003
209,SM01,11.2,3,SM01_micro010,-9.473323943543017
210,SM01,11.3,0,SM01_micro004,-0.012320992158613174
211,SM01,11.3,1,SM01_micro002,-4.8595343319286375
212,SM01,11.3,2,SM01_micro005,-5.417860935499766
213,SM01,11.3,3,SM01_micro010,-9.473661504972021
214,SM01,11.4,0,SM01_micro004,-0.013502457160124028
215,SM01,11.4,1,SM01_micro002,-4.614971076615891
216,SM01,11.4,2,SM01_micro005,-5.664787120815534
217,SM01,11.4,3,SM01_micro010,-9.47484296997353
218,SM01,11.5,0,SM01_micro004,-0.01552782573414263
219,SM01,11.5,1,SM01_micro002,-4.371420505590153
220,SM01,11.5,2,SM01_micro005,-5.912388428989308
221,SM01,11.5,3,SM01_micro010,-9.476868338547549
222,SM01,11.6,0,SM01_micro004,-0.018397097880668987
223,SM01,11.6,1,SM01_micro002,-4.128545057422422
224,SM01,11.6,2,SM01_micro005,-6.161002421450092
225,SM01,11.6,3,SM01_micro010,-9.479906391408576
226,SM01,11.7,0,SM01_micro004,-0.022447835028706193
227,SM01,11.7,1,SM01_micro002,-3.886851074256203
228,SM01,11.7,2,SM01_micro005,-6.410797878912386
229,SM01,11.7,3,SM01_micro010,-9.483788347842113
230,SM01,11.8,0,SM01_micro004,-0.027848817892755805
231,SM01,11.8,1,SM01_micro002,-3.646507336805995
232,SM01,11.8,2,SM01_micro005,-6.6617748013761915
233,SM01,11.8,3,SM01_micro010,-9.489189330706163
234,SM01,11.9,0,SM01_micro004,-0.03476882718731937
235,SM01,11.9,1,SM01_micro002,-3.4078514065008028
236,SM01,11.9,2,SM01_micro005,-6.914439530985013
237,SM01,11.9,3,SM01_micro010,-9.496109340000725
238,SM01,12.0,0,SM01_micro004,-0.04371420505590153
239,SM01,12.0,1,SM01_micro002,-3.171052064055128
240,SM01,12.0,2,SM01_micro005,-7.169129629167852
241,SM01,12.0,3,SM01_micro010,-9.505054717869308
242,SM02,2.0,0,SM02_micro004,-0.01940978216767829
243,SM02,2.0,1,SM02_micro005,-4.04010396302361
244,SM02,2.0,2,SM02_micro002,-6.402696404616312
245,SM02,2.1,0,SM02_micro004,-0.019916124311182937
246,SM02,2.1,1,SM02_micro005,-4.040610305167115
247,SM02,2.1,2,SM02_micro002,-6.15745802644556
248,SM02,2.2,0,SM02_micro004,-0.02042246645468759
249,SM02,2.2,1,SM02_micro005,-4.041116647310619
250,SM02,2.2,2,SM02_micro002,-5.912388428989308
251,SM02,2.3,0,SM02_micro004,-0.021266370027195343
252,SM02,2.3,1,SM02_micro005,-4.041791770168626
253,SM02,2.3,2,SM02_micro002,-5.667318831533057
254,SM02,2.4,0,SM02_micro004,-0.022279054314204644
255,SM02,2.4,1,SM02_micro005,-4.042804454455635
256,SM02,2.4,2,SM02_micro002,-5.42258679550581
257,SM02,2.5,0,SM02_micro004,-0.023460519315715495
258,SM02,2.5,1,SM02_micro005,-4.043985919457146
259,SM02,2.5,2,SM02_micro002,-5.178192320907565
260,SM02,2.6,0,SM02_micro004,-0.02497954574622945
261,SM02,2.6,1,SM02_micro005,-4.045673726602161
262,SM02,2.6,2,SM02_micro002,-4.93396662702382
263,SM02,2.7,0,SM02_micro004,-0.027004914320248055
264,SM02,2.7,1,SM02_micro005,-4.04769909517618
265,SM02,2.7,2,SM02_micro002,-4.690247275283582
266,SM02,2.8,0,SM02_micro004,-0.02953662503777131
267,SM02,2.8,1,SM02_micro005,-4.050230805893704
268,SM02,2.8,2,SM02_micro002,-4.4472030464013494
269,SM02,2.9,0,SM02_micro004,-0.03274345861330077
270,SM02,2.9,1,SM02_micro005,-4.053437639469233
271,SM02,2.9,2,SM02_micro002,-4.204665159662622
272,SM02,3.0,0,SM02_micro004,-0.03696297647583952
273,SM02,3.0,1,SM02_micro002,-3.9631399572109034
274,SM02,3.0,2,SM02_micro005,-4.0576571573317715
275,SM02,3.1,0,SM02_micro004,-0.04219517862538758
276,SM02,3.1,1,SM02_micro002,-3.722796219760696
277,SM02,3.1,2,SM02_micro005,-4.06288935948132
278,SM02,3.2,0,SM02_micro004,-0.0489464072054496
279,SM02,3.2,1,SM02_micro002,-3.4838027280265003
280,SM02,3.2,2,SM02_micro005,-4.0696405880613815
281,SM02,3.3,0,SM02_micro004,-0.057385442930527115
282,SM02,3.3,1,SM02_micro002,-3.2464970434373206
283,SM02,3.3,2,SM02_micro005,-4.078079623786459
284,SM02,3.4,0,SM02_micro004,-0.06818740865862633
285,SM02,3.4,1,SM02_micro002,-3.0115542888511624
286,SM02,3.4,2,SM02_micro005,-4.088881589514559
287,SM02,3.5,0,SM02_micro004,-0.08185864653325191
288,SM02,3.5,1,SM02_micro002,-2.779480806411531
289,SM02,3.5,2,SM02_micro005,-4.102552827389184
290,SM02,3.6,0,SM02_micro004,-0.09907427941241005
291,SM02,3.6,1,SM02_micro002,-2.5509517189764317
292,SM02,3.6,2,SM02_micro005,-4.11959967955384
293,SM02,3.7,0,SM02_micro004,-0.12050943015410695
294,SM02,3.7,1,SM02_micro002,-2.326810930118373
295,SM02,3.7,2,SM02_micro005,-4.1410348302955375
296,SM02,3.8,0,SM02_micro004,-0.14734556375985344
297,SM02,3.8,1,SM02_micro002,-2.107902343409862
298,SM02,3.8,2,SM02_micro005,-4.167870963901284
299,SM02,3.9,0,SM02_micro004,-0.18059536451665886
300,SM02,3.9,1,SM02_micro002,-1.8954074238524101
301,SM02,3.9,2,SM02_micro005,-4.201289545372591
302,SM02,4.0,0,SM02_micro004,-0.3151135939743945
303,SM02,4.0,1,SM02_micro002,-1.339612530998805
304,SM02,4.0,2,SM02_micro005,-4.780544957541911
305,SM02,4.1,0,SM02_micro004,-0.38566393263604254
306,SM02,4.1,1,SM02_micro002,-1.1644181493461956
307,SM02,4.1,2,SM02_micro005,-4.850926515489058
308,SM02,4.2,0,SM02_micro004,-0.4688728248853068
309,SM02,4.2,1,SM02_micro002,-1.0020511019957044
310,SM02,4.2,2,SM02_micro005,-4.934304188452824
311,SM02,4.3,0,SM02_micro004,-0.5662592971527014
312,SM02,4.3,1,SM02_micro002,-0.8536928539488416
313,SM02,4.3,2,SM02_micro005,-5.031690660720218
314,SM02,4.4,0,SM02_micro004,-0.6783296915817307
315,SM02,4.4,1,SM02_micro002,-0.7200185280636137
316,SM02,4.4,2,SM02_micro005,-5.143761055149248
317,SM02,4.5,0,SM02_micro002,-0.6015344664835254
318,SM02,4.5,1,SM02_micro004,-0.8055903503158998
319,SM02,4.5,2,SM02_micro005,-5.270852933168915
320,SM02,4.6,0,SM02_micro002,-0.4977343270650719
321,SM02,4.6,1,SM02_micro004,-0.9475349312117036
322,SM02,4.6,2,SM02_micro005,-5.4129662947792205
323,SM02,4.7,0,SM02_micro002,-0.4084493290937518
324,SM02,4.7,1,SM02_micro004,-1.1039946535546408
325,SM02,4.7,2,SM02_micro005,-5.5692572364076565
326,SM02,4.8,0,SM02_micro002,-0.3326667882825557
327,SM02,4.8,1,SM02_micro004,-1.2737880523432004
328,SM02,4.8,2,SM02_micro005,-5.739219415910717
329,SM02,4.9,0,SM02_micro002,-0.2690364589154712
330,SM02,4.9,1,SM02_micro004,-1.455902443290373
331,SM02,4.9,2,SM02_micro005,-5.921165026143389
332,SM02,5.0,0,SM02_micro002,-0.21620809527648596
333,SM02,5.0,1,SM02_micro004,-1.6488187999656452
334,SM02,5.0,2,SM02_micro005,-6.114250163533162
335,SM02,5.1,0,SM02_micro002,-0.17300023236408907
336,SM02,5.1,1,SM02_micro004,-1.8513556573675056
337,SM02,5.1,2,SM02_micro005,-6.316618240220522
338,SM02,5.2,0,SM02_micro002,-0.13772506303326507
339,SM02,5.2,1,SM02_micro004,-2.061825208350939
340,SM02,5.2,2,SM02_micro005,-6.527087791203955
341,SM02,5.3,0,SM02_micro002,-0.10936990299700461
342,SM02,5.3,1,SM02_micro004,-2.2790459879144342
343,SM02,5.3,2,SM02_micro005,-6.7443085707674495
344,SM02,5.4,0,SM02_micro002,-0.08658450653929532
345,SM02,5.4,1,SM02_micro004,-2.502005311770982
346,SM02,5.4,2,SM02_micro005,-6.967267894623998
347,SM02,5.5,0,SM02_micro002,-0.06835618937312789
348,SM02,5.5,1,SM02_micro004,-2.7293529342045706
349,SM02,5.5,2,SM02_micro005,-7.194784297772088
350,SM02,5.6,0,SM02_micro002,-0.053841047925994555
351,SM02,5.6,1,SM02_micro004,-2.9605825130716945
352,SM02,5.6,2,SM02_micro005,-7.426013876639211
353,SM02,5.7,0,SM02_micro002,-0.04236395933988914
354,SM02,5.7,1,SM02_micro004,-3.194850144799846
355,SM02,5.7,2,SM02_micro005,-7.660112727652861
356,SM02,5.8,0,SM02_micro002,-0.03324980075680541
357,SM02,5.8,1,SM02_micro004,-3.43148070653102
358,SM02,5.8,2,SM02_micro005,-7.896743289384036
359,SM02,5.9,0,SM02_micro002,-0.026161010747740302
360,SM02,5.9,1,SM02_micro004,-3.66996785612171
361,SM02,5.9,2,SM02_micro005,-8.135399219689228
362,SM02,6.0,0,SM02_micro002,-0.02042246645468759
363,SM02,6.0,1,SM02_micro004,-3.9101428128574165
364,SM02,6.0,2,SM02_micro005,-8.375405395710432
365,SM02,6.1,0,SM02_micro002,-0.01603416787764728
366,SM02,6.1,1,SM02_micro004,-4.151330453880132
367,SM02,6.1,2,SM02_micro005,-8.61676181744765
368,SM02,6.2,0,SM02_micro002,-0.012658553587616275
369,SM02,6.2,1,SM02_micro004,-4.393699559904358
370,SM02,6.2,2,SM02_micro005,-8.858962142757374
371,SM02,6.3,0,SM02_micro002,-0.009789281441089918
372,SM02,6.3,1,SM02_micro004,-4.636575008072089
373,SM02,6.3,2,SM02_micro005,-9.102006371639607
374,SM02,6.4,0,SM02_micro002,-0.007763912867071315
375,SM02,6.4,1,SM02_micro004,-4.880125579097826
376,SM02,6.4,2,SM02_micro005,-9.345556942665343
377,SM02,6.5,0,SM02_micro002,-0.006076105722055812
378,SM02,6.5,1,SM02_micro004,-5.124182492267068
379,SM02,6.5,2,SM02_micro005,-9.589613855834585
380,SM02,6.6,0,SM02_micro002,-0.004725860006043409
381,SM02,6.6,1,SM02_micro004,-5.368576966865313
382,SM02,6.6,2,SM02_micro005,-9.83400833043283
383,SM02,6.7,0,SM02_micro002,-0.0037131757190341074
384,SM02,6.7,1,SM02_micro004,-5.613309002892561
385,SM02,6.8,0,SM02_micro002,-0.0028692721465263553
386,SM02,6.8,1,SM02_micro004,-5.85820981963431
387,SM02,6.9,0,SM02_micro002,-0.0021941492885201542
388,SM02,6.9,1,SM02_micro004,-6.103279417090561
389,SM02,7.0,0,SM02_micro002,-0.0018565878595170537
390,SM02,7.0,1,SM02_micro004,-6.348517795261314
391,SM02,7.1,0,SM02_micro002,-0.0013502457160124027
392,SM02,7.1,1,SM02_micro004,-6.593756173432067
393,SM02,7.2,0,SM02_micro002,-0.001012684287009302
394,SM02,7.2,1,SM02_micro004,-6.839163332317321
395,SM02,7.3,0,SM02_micro002,-0.0008439035725077517
396,SM02,7.3,1,SM02_micro004,-7.084739271917077
397,SM02,7.4,0,SM02_micro002,-0.0006751228580062014
398,SM02,7.4,1,SM02_micro004,-7.330146430802331
399,SM02,7.5,0,SM02_micro002,-0.000506342143504651
400,SM02,7.5,1,SM02_micro004,-7.575722370402087
401,SM02,7.6,0,SM02_micro002,-0.0003375614290031007
402,SM02,7.6,1,SM02_micro004,-7.8212983100018425
403,SM02,7.7,0,SM02_micro002,-0.0003375614290031007
404,SM02,7.7,1,SM02_micro004,-8.066874249601597
405,SM02,7.8,0,SM02_micro002,-0.0003375614290031007
406,SM02,7.8,1,SM02_micro004,-8.312618969915855
407,SM02,7.9,0,SM02_micro002,-0.0
408,SM02,7.9,1,SM02_micro004,-9.461002951384405
409,SM02,8.0,0,SM02_micro002,-0.0
410,SM02,8.0,1,SM02_micro004,-9.70657889098416
411,SM02,8.1,0,SM02_micro002,-0.0
412,SM02,8.1,1,SM02_micro004,-9.952323611298418
413,SM02,8.2,0,SM02_micro002,-0.0
414,SM02,8.3,0,SM02_micro002,-0.0
415,SM02,8.4,0,SM02_micro002,0.0
416,SM02,8.5,0,SM02_micro002,0.0
417,SM02,8.6,0,SM02_micro002,0.0
418,SM02,8.7,0,SM02_micro002,0.0
419,SM02,8.8,0,SM02_micro002,0.0
420,SM02,8.9,0,SM02_micro002,-0.0
421,SM02,9.0,0,SM02_micro002,-0.0
422,SM02,9.1,0,SM02_micro002,-0.0
423,SM02,9.2,0,SM02_micro002,-0.0
424,SM02,9.2,1,SM02_micro011,-9.846666884020445
425,SM02,9.3,0,SM02_micro002,-0.0
426,SM02,9.3,1,SM02_micro011,-9.601090944420692
427,SM02,9.4,0,SM02_micro002,-0.00016878071450155034
428,SM02,9.4,1,SM02_micro011,-9.355346224106434
429,SM02,9.5,0,SM02_micro002,-0.00016878071450155034
430,SM02,9.5,1,SM02_micro011,-9.109601503792177
431,SM02,9.6,0,SM02_micro002,-0.00016878071450155034
432,SM02,9.6,1,SM02_micro011,-8.86402556419242
433,SM02,9.7,0,SM02_micro002,-0.00016878071450155034
434,SM02,9.7,1,SM02_micro011,-8.618280843878164
435,SM02,9.8,0,SM02_micro002,-0.00016878071450155034
436,SM02,9.8,1,SM02_micro011,-8.372704904278407
437,SM02,9.9,0,SM02_micro002,-0.0003375614290031007
438,SM02,9.9,1,SM02_micro011,-8.126960183964151
439,SM02,10.0,0,SM02_micro002,-0.0003375614290031007
440,SM02,10.0,1,SM02_micro011,-7.881384244364394
441,SM02,10.1,0,SM02_micro002,-0.000506342143504651
442,SM02,10.1,1,SM02_micro011,-7.635808304764638
443,SM02,10.2,0,SM02_micro002,-0.0006751228580062014
444,SM02,10.2,1,SM02_micro011,-7.3902323651648825
445,SM02,10.3,0,SM02_micro002,-0.0008439035725077517
446,SM02,10.3,1,SM02_micro011,-7.1446564255651275
447,SM02,10.4,0,SM02_micro002,-0.001012684287009302
448,SM02,10.4,1,SM02_micro011,-6.899249266679873
449,SM02,10.5,0,SM02_micro002,-0.0013502457160124027
450,SM02,10.5,1,SM02_micro011,-6.653842107794619
451,SM02,10.6,0,SM02_micro002,-0.0016878071450155034
452,SM02,10.6,1,SM02_micro011,-6.408434948909364
453,SM02,10.7,0,SM02_micro002,-0.002025368574018604
454,SM02,10.7,1,SM02_micro011,-6.163196570738612
455,SM02,10.8,0,SM02_micro002,-0.0027004914320248054
456,SM02,10.8,1,SM02_micro011,-5.918126973282361
457,SM02,10.9,0,SM02_micro002,-0.003375614290031007
458,SM02,10.9,1,SM02_micro011,-5.67305737582611
459,SM02,11.0,0,SM02_micro002,-0.0043882985770403084
460,SM02,11.0,1,SM02_micro011,-5.428325339798862
461,SM02,11.1,0,SM02_micro002,-0.005569763578551161
462,SM02,11.1,1,SM02_micro011,-5.183930865200617
463,SM02,11.2,0,SM02_micro002,-0.0072575707235666646
464,SM02,11.2,1,SM02_micro011,-4.939705171316874
465,SM02,11.3,0,SM02_micro002,-0.00911415858308372
466,SM02,11.3,1,SM02_micro011,-4.695985819576635
467,SM02,11.4,0,SM02_micro002,-0.011645869300606973
468,SM02,11.4,1,SM02_micro011,-4.452941590694403
469,SM02,11.5,0,SM02_micro002,-0.01502148359063798
470,SM02,11.5,1,SM02_micro011,-4.2104037039556745
471,SM02,11.6,0,SM02_micro002,-0.019072220738675188
472,SM02,11.6,1,SM02_micro011,-3.9688785015039563
473,SM02,11.7,0,SM02_micro002,-0.024304422888223248
474,SM02,11.7,1,SM02_micro011,-3.728365983339247
